"Location","Activity ID","Activity Name","Start Date","Finish Date","Duration"
"EYD","CN-F-Z02.EYD.S36.TEQP.008","Place,Anchor,Fit-Out & Ground IDF 1.9 in Zone 2 EYD","2025-08-14","2025-08-18","16"
"SSS","CN-F-Z01.EYD.S17.EYD.016","Install Above Ground Cable Tray from Z1 SSS-F to USS Feed","2025-08-14","2025-08-14","40"
"DCH","CN-F-Z01.DCH.S27.MOD.006","Interconnect Zone 1 DCH Northwest Corner Conveyance Modules","2025-08-14","2025-08-14","40"
"DCH","CN-F-Z01.DCH.S27.MOD.008","Interconnect Zone 1 DCH Southwest Corner Conveyance Modules","2025-08-14","2025-08-21","40"
"DCH","CN-F-Z01.DCH.S27.MOD.014","Install Zone 1 DCH East Perimeter Raceway Modules","2025-08-14","2025-08-21","40"
"DCH","CN-F-Z01.DCH.S27.DRP.018","Install Zone 1 DCH East Perimeter Conduit Drops","2025-08-14","2025-08-21","40"
"DCH","CN-F-Z01.DCH.S27.DRP.019","Install Zone 1 DCH South Perimeter Conduit Drops","2025-08-14","2025-08-21","40"
"DCH","CN-F-Z01.DCH.S27.DRP.020","Install Zone 1 DCH West Perimeter Conduit Drops","2025-08-14","2025-08-21","40"
"USS YARD","CN-F-Z01.EYD.S18.HA01.06.1","Install Cable Tray from Zone 1 USS MDA E-F to BDC E-F","2025-08-14","2025-08-21","40"
"EYD","CN-F-Z02.EYD.SSS-E","EYD Zone 2 SSS-E Install Trestle Steel","2025-08-14","2025-08-21","40"
"EYD","CN-F-Z02.EYD.SSS-F","EYD Zone 2 SSS-F Install Trestle Steel","2025-08-14","2025-08-21","40"
"EYD","CN-F-Z02.EYD.GPS","EYD Zone 2 GPS Install Trestle Steel","2025-08-14","2025-08-21","40"
"Fire Pump House","148321246","Hydro / Flush Underground Supply/Discharge-FIRE PUMPHOUSE-UG & STRUCT","2025-08-14","2025-08-18","16"
"Fire Pump House","148370482","FPH Underground Drain-FIRE PUMPHOUSE-UG & STRUCT","2025-08-14","2025-08-19","24"
"MCP","497394528","FRP SOG-PAVING,Z2 MCP / Trench SOG","2025-08-14","2025-08-26","64"
"MCP","067315362","FRP SOG-PAVING,Z1 MCP / Trench SOG","2025-08-14","2025-08-26","64"
"MYD","912324966","SSSE to RMU PDC1 CN-F-Z01.MYD.S10.SSS-E.1727-Medium Voltage Trench Trough-MV Trench Trough P59-62","2025-08-14","2025-08-19","24"
"MYD","553358716","SSSF to RMU USS6 CN-F-Z01.MYD.S10.USS-6.1773-Medium Voltage Trench Trough-MV Trench Trough P55-58","2025-08-14","2025-08-19","24"
"DCH","173573262","DCH1-Overhead Fire Suppression-Pneumatic Test","2025-08-14","2025-08-18","16"
"USS YARD","762389234","MV Pull 1733-USS-02-USS 2-RMU","2025-08-14","2025-08-19","24"
"DCH","998296473","DCH2-North Wall-Plumbing Wall Runs & Vents","2025-08-14","2025-08-28","80"
"MYD","CON-8715-36","MYD1-S25 SOG","2025-08-14","2025-08-26","64"
"Loading Dock","A1530","Install Dock Levelers-Tier 4-FSA South (Loading Dock)","2025-08-14","2025-08-19","24"
"Loading Dock","A1560","Install Destrat Fans-Tier 4-FSA South (Loading Dock)","2025-08-14","2025-08-20","32"
"Loading Dock","A1570","Drop Hangers & Install Pre-Fab Lights -Tier 4-FSA South (Loading Dock)","2025-08-14","2025-08-28","80"
"EYD","CON-BB-4875","EYD1- E house to GPS E SIDE RMU/XFMR/LV Pull, Term & Torque blue notes","2025-08-14","2025-09-02","96"
"EYD","CON-BB-4955","EYD1-S18 USS 480 Tap Box Pulls","2025-08-14","2025-09-12","160"
"EYD","PRO-020672","Deliver EYD2 Critical Gens 14-17 on site","2025-08-17","2025-08-29","80"
"EYD","CON-7550","EYD1-MV Cable Pull & Terms GEN 1-8 (A & B) to GPS1","2025-08-17","2025-09-22","200"
"EYD","CON-6230","EYD2-Set GENs 18-34","2025-08-17","2025-08-26","280"
"MYD","CON-8625","MYD1-LV Cable Pull-Term USS A-G to MCPs","2025-08-17","2025-09-08","120"
"EYD","CN-F-Z01.EYD.S14.LB.110","Complete Pathway to EY05-Load Bank in Zone 1 EYD","2025-08-17","2025-08-22","40"
"EYD","CN-F-Z01.EYD.S14.MDA-F.116","Complete Pathway to EY05-SWGR-RMU-MDA-F in Zone 1 EYD","2025-08-17","2025-08-18","8"
"EYD","CN-F-Z01.EYD.S14.USS-9.143","Complete Pathway to EY05-SWGR-RMU-9 in Zone 1 EYD","2025-08-17","2025-08-18","8"
"USS YARD","CN-F-Z01.EYD.S14.MDA-E.202","Pull & Test MV Feeder from EY05-SWGR-RMU-MDA-E to EY05-XFMR-USS-MDA-E","2025-08-17","2025-08-18","4"
"USS YARD","CN-F-Z01.EYD.S14.USS-3.215","Pull,Term,Test & Torque Feeder from EY05-XFMR-USS-3 to EY05-SWGR-USS-3","2025-08-17","2025-08-18","8"
"USS YARD","CN-F-Z01.EYD.S14.USS-13.245","Pull,Term,Test & Torque Feeder from EY05-XFMR-USS-13 to EY05-SWGR-USS-13","2025-08-17","2025-08-18","8"
"USS YARD","CN-F-Z01.EYD.S14.USS-1.446","Term & Torque MV Feeder from EY05-SWGR-RMU-1 to EY05-XFMR-USS-1 at EY05-XFMR-USS-1","2025-08-17","2025-09-08","120"
"USS YARD","CN-F-Z01.EYD.S14.USS-1.525","Term & Torque MV Feeder from EY05-SWGR-RMU-1 to EY05-XFMR-USS-1 at EY05-SWGR-RMU-1","2025-08-17","2025-09-08","120"
"DCH","CN-F-Z02.DCH.S39.1-550.0010","Overhead Rough-In VESDA Loop S-19 in Room 1-550-Zone 2 DCH","2025-08-17","2025-08-18","8"
"EYD","CN-F-Z02.EYD.S36.TEQP.007","Place,Anchor,Fit-Out & Ground IDF 1.29 in Zone 2 EYD","2025-08-17","2025-08-19","16"
"EYD","CN-F-Z02.EYD.S36.TEQP.009","Place,Anchor,Fit-Out & Ground IDF 1.30 in Zone 2 EYD","2025-08-17","2025-08-19","16"
"EYD","CON-86495","Install Cable Tray - EYD1 - S10","2025-08-17","2025-08-19","16"
"DCH","495442433","DCH2-Overhead VESDA Piping-Area N","2025-08-18","2025-08-21","24"
"USS YARD","CN-F-Z01.EYD.S14.MDA-F.205","Pull & Test MV Feeder from EY05-SWGR-RMU-MDA-F to EY05-XFMR-USS-MDA-F","2025-08-18","2025-08-19","8"
"USS YARD","CN-F-Z01.EYD.S14.USS-2.211","Pull & Test MV Feeder from EY05-SWGR-RMU-2 to EY05-XFMR-USS-2","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-3.214","Pull & Test MV Feeder from EY05-SWGR-RMU-3 to EY05-XFMR-USS-3","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-4.217","Pull & Test MV Feeder from EY05-SWGR-RMU-4 to EY05-XFMR-USS-4","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-4.218","Pull,Term,Test & Torque Feeder from EY05-XFMR-USS-4 to EY05-SWGR-USS-4","2025-08-18","2025-08-19","8"
"USS YARD","CN-F-Z01.EYD.S14.USS-5.220","Pull & Test MV Feeder from EY05-SWGR-RMU-5 to EY05-XFMR-USS-5","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-6.223","Pull & Test MV Feeder from EY05-SWGR-RMU-6 to EY05-XFMR-USS-6","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-7.226","Pull & Test MV Feeder from EY05-SWGR-RMU-7 to EY05-XFMR-USS-7","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-8.229","Pull & Test MV Feeder from EY05-SWGR-RMU-8 to EY05-XFMR-USS-8","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-9.232","Pull & Test MV Feeder from EY05-SWGR-RMU-9 to EY05-XFMR-USS-9","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-10.235","Pull & Test MV Feeder from EY05-SWGR-RMU-10 to EY05-XFMR-USS-10","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-11.238","Pull & Test MV Feeder from EY05-SWGR-RMU-11 to EY05-XFMR-USS-11","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-12.241","Pull & Test MV Feeder from EY05-SWGR-RMU-12 to EY05-XFMR-USS-12","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-13.244","Pull & Test MV Feeder from EY05-SWGR-RMU-13 to EY05-XFMR-USS-13","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-14.247","Pull & Test MV Feeder from EY05-SWGR-RMU-14 to EY05-XFMR-USS-14","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-14.248","Pull,Term,Test & Torque Feeder from EY05-XFMR-USS-14 to EY05-SWGR-USS-14","2025-08-18","2025-08-19","8"
"USS YARD","CN-F-Z01.EYD.S14.USS-15.250","Pull & Test MV Feeder from EY05-SWGR-RMU-15 to EY05-XFMR-USS-15","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-16.253","Pull & Test MV Feeder from EY05-SWGR-RMU-16 to EY05-XFMR-USS-16","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-17.256","Pull & Test MV Feeder from EY05-SWGR-RMU-17 to EY05-XFMR-USS-17","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-18.259","Pull & Test MV Feeder from EY05-SWGR-RMU-18 to EY05-XFMR-USS-18","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-19.262","Pull & Test MV Feeder from EY05-SWGR-RMU-19 to EY05-XFMR-USS-19","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-20.265","Pull & Test MV Feeder from EY05-SWGR-RMU-20 to EY05-XFMR-USS-20","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-21.268","Pull & Test MV Feeder from EY05-SWGR-RMU-21 to EY05-XFMR-USS-21","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-22.271","Pull & Test MV Feeder from EY05-SWGR-RMU-22 to EY05-XFMR-USS-22","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-23.274","Pull & Test MV Feeder from EY05-SWGR-RMU-23 to EY05-XFMR-USS-23","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-24.277","Pull & Test MV Feeder from EY05-SWGR-RMU-24 to EY05-XFMR-USS-24","2025-08-18","2025-08-25","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-26.283","Pull & Test MV Feeder from EY05-SWGR-RMU-26 to EY05-XFMR-USS-26","2025-08-18","2025-08-22","32"
"USS YARD","CN-F-Z01.EYD.S14.MDA-E.442","Term & Torque MV Feeder from EY05-SWGR-RMU-MDA-E to EY05-XFMR-USS-MDA-E at EY05-XFMR-USS-MDA-E","2025-08-18","2025-08-19","8"
"USS YARD","CN-F-Z01.EYD.S14.MDA-E.521","Term & Torque MV Feeder from EY05-SWGR-RMU-MDA-E to EY05-XFMR-USS-MDA-E at EY05-SWGR-RMU-MDA-E","2025-08-18","2025-08-19","8"
"DCH","CN-F-Z02.DCH.S39.1-550.0011","Overhead Rough-In VESDA Loop S-20 in Room 1-550-Zone 2 DCH","2025-08-18","2025-08-19","8"
"EYD","CN-F-Z02.EYD.S14.XFMR-E.960","Complete Pathway to EY06-XFMR-E in Zone 2 EYD","2025-08-18","2025-08-20","16"
"EYD","CN-F-Z02.EYD.S14.XFMR-F.961","Complete Pathway to EY06-XFMR-F in Zone 2 EYD","2025-08-18","2025-08-20","16"
"DCH","281580993","DCH1-Overhead Fire Suppression-Hydrostatic Test","2025-08-18","2025-08-20","16"
"EYD","CON-6105-BB","EYD2-Set Equipment USS 27 to 52 (original)","2025-08-19","2025-08-29","160"
"EYD","CON-7315-BB","EYD2-USS 27 to 52 Fitout","2025-08-19","2025-09-17","160"
"MYD","CON-114325","MYD2-PCW UG Piping-MCP-09","2025-08-19","2025-08-26","40"
"USS YARD","CN-F-Z01.EYD.S14.USS-7.227","Pull,Term,Test & Torque Feeder from EY05-XFMR-USS-7 to EY05-SWGR-USS-7","2025-08-19","2025-08-20","8"
"USS YARD","CN-F-Z01.EYD.S14.USS-19.263","Pull,Term,Test & Torque Feeder from EY05-XFMR-USS-19 to EY05-SWGR-USS-19","2025-08-19","2025-08-20","8"
"USS YARD","CN-F-Z01.EYD.S14.MDA-F.444","Term & Torque MV Feeder from EY05-SWGR-RMU-MDA-F to EY05-XFMR-USS-MDA-F at EY05-XFMR-USS-MDA-F","2025-08-19","2025-08-20","8"
"USS YARD","CN-F-Z01.EYD.S14.MDA-F.523","Term & Torque MV Feeder from EY05-SWGR-RMU-MDA-F to EY05-XFMR-USS-MDA-F at EY05-SWGR-RMU-MDA-F","2025-08-19","2025-08-20","8"
"USS YARD","CX-F-Z01.EYD.S14.L2.647","L2 QC Electrical Install-EY05-XFMR-USS-MDA-E","2025-08-19","2025-08-21","16"
"DCH","CN-F-Z02.DCH.S39.1-550.0012","Overhead Rough-In VESDA Loop S-21 in Room 1-550-Zone 2 DCH","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-2.879","Ground EY06-SWGR-USS-1 in Zone 2 EYD","2025-08-19","2025-08-21","16"
"EYD","CN-F-Z02.EYD.S14.USS-2.964","Complete Pathway to EY06-SWGR-USS-27in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-4.973","Complete Pathway to EY06-SWGR-USS-30in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-5.976","Complete Pathway to EY06-SWGR-USS-31in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-7.982","Complete Pathway to EY06-SWGR-USS-33in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-8.985","Complete Pathway to EY06-SWGR-USS-34in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-9.988","Complete Pathway to EY06-SWGR-USS-35in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-10.991","Complete Pathway to EY06-SWGR-USS-36in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-11.994","Complete Pathway to EY06-SWGR-USS-37in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-12.997","Complete Pathway to EY06-SWGR-USS-38in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-13.1000","Complete Pathway to EY06-SWGR-USS-39in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-14.1003","Complete Pathway to EY06-SWGR-USS-40in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-15.1006","Complete Pathway to EY06-SWGR-USS-41in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-16.1009","Complete Pathway to EY06-SWGR-USS-42in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-17.1012","Complete Pathway to EY06-SWGR-USS-43in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-18.1015","Complete Pathway to EY06-SWGR-USS-44in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-19.1018","Complete Pathway to EY06-SWGR-USS-45in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-20.1021","Complete Pathway to EY06-SWGR-USS-46in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-21.1024","Complete Pathway to EY06-SWGR-USS-47in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-22.1027","Complete Pathway to EY06-SWGR-USS-48in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-23.1030","Complete Pathway to EY06-SWGR-USS-49in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-24.1033","Complete Pathway to EY06-SWGR-USS-50in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-25.1036","Complete Pathway to EY06-SWGR-USS-51in Zone 2 EYD","2025-08-19","2025-08-20","8"
"EYD","CN-F-Z02.EYD.S14.USS-26.1039","Complete Pathway to EY06-SWGR-USS-52in Zone 2 EYD","2025-08-19","2025-08-20","8"
"USS YARD","CN-F-Z01.EYD.S18.HA13.18.0001","Install Cable Tray from Zone 1 USS 9-12 to Rows 13-18","2025-08-19","2025-08-22","24"
"EYD","CN-F-Z01.EYD.S36.TEQP.003","Place,Anchor,Fit-Out & Ground SFE-EYD-03","2025-08-19","2025-08-21","16"
"EYD","CN-F-Z01.EYD.S36.TEQP.005","Place,Anchor,Fit-Out & Ground SFE-EYD-07","2025-08-19","2025-08-21","16"
"EYD","CN-F-Z01.EYD.S36.TEQP.006","Place,Anchor,Fit-Out & Ground SFE-EYD-08","2025-08-19","2025-08-21","16"
"EYD","CN-F-Z02.EYD.S36.TEQP.003","Place,Anchor,Fit-Out & Ground SFE-EYD-09","2025-08-19","2025-08-21","16"
"EYD","CN-F-Z01.EYD.S36.LVCR.009","Pull,Term,& Test Security CAT-6 for SFE-EYD-03","2025-08-19","2025-09-03","80"
"EYD","CN-F-Z01.EYD.S36.LVCR.011","Pull,Term,& Test Security CAT-6 for SFE-EYD-07","2025-08-19","2025-09-03","80"
"EYD","CN-F-Z01.EYD.S36.LVCR.012","Pull,Term,& Test Security CAT-6 for SFE-EYD-08","2025-08-19","2025-09-03","80"
"EYD","CN-F-Z02.EYD.S36.LVCR.009","Pull,Term,& Test Security CAT-6 for SFE-EYD-09","2025-08-19","2025-09-03","80"
"Fire Pump House","148336982","Wet Set FPH Ring-FIRE PUMPHOUSE-UG & STRUCT","2025-08-19","2025-08-21","16"
"MYD","553375119","SSSE to USS7 CN-F-Z02.MYD.S10.USS-7.1879-Medium Voltage Trench Trough-MV Trench Trough P55-58","2025-08-19","2025-08-22","24"
"MYD","912386138","SSSF to USS11 CN-F-Z02.MYD.S10.USS-11.1906-Medium Voltage Trench Trough-MV Trench Trough P59-62","2025-08-19","2025-08-22","24"
"Loading Dock","A1550","Install Loading Dock Rails-Tier 4-FSA South (Loading Dock)","2025-08-19","2025-08-21","16"
"EYD","CON-8135","EYD1-MV Cable Pull & Terms Perun to SSS1","2025-08-20","2025-09-11","120"
"DCH","383471023","DCH2-East Wall-Paint Wall","2025-08-20","2025-08-26","32"
"USS YARD","CN-F-Z01.EYD.S14.USS-8.230","Pull,Term,Test & Torque Feeder from EY05-XFMR-USS-8 to EY05-SWGR-USS-8","2025-08-20","2025-08-21","8"
"USS YARD","CN-F-Z01.EYD.S14.USS-20.266","Pull,Term,Test & Torque Feeder from EY05-XFMR-USS-20 to EY05-SWGR-USS-20","2025-08-20","2025-08-21","8"
"USS YARD","CX-F-Z01.EYD.S14.L2.650","L2 QC Electrical Install-EY05-XFMR-USS-MDA-F","2025-08-20","2025-08-22","16"
"DCH","CN-F-Z02.DCH.S39.1-550.0013","Overhead Rough-In VESDA Loop N-12 in Room 1-550-Zone 2 DCH","2025-08-20","2025-08-21","8"
"DCH","CN-F-Z02.DCH.S27.DRP.037","Install Zone 2 DCH North Perimeter Conduit Drops","2025-08-20","2025-08-27","40"
"DCH","CN-F-Z02.DCH.S27.DRP.039","Install Zone 2 DCH South Perimeter Conduit Drops","2025-08-20","2025-08-27","40"
"DCH","CN-F-Z02.DCH.S27.DRP.040","Install Zone 2 DCH West Perimeter Conduit Drops","2025-08-20","2025-08-27","40"
"DCH","959548821","DCH1-Overhead Fire Suppression-Trip Test","2025-08-20","2025-08-22","16"
"MYD","CON-114285","MYD2-Set Horz Steel/Risers/Horz Piping","2025-08-21","2025-09-12","120"
"DCH","404472248","DCH2-West Wall-S27 Modules","2025-08-21","2025-08-28","40"
"DCH","245463058","DCH2-North Wall-VESDA Wall Drops","2025-08-21","2025-08-26","24"
"Loading Dock","678254981","Cut Subgrade-A,P24 SOUTH WEST LOADING DOCK","2025-08-21","2025-08-26","24"
"DCH","CN-F-Z02.DCH.S29.1-550.0003","Install Branch Hangers in Area 1-550-Zone 2 DCH","2025-08-21","2025-08-28","40"
"DCH","CN-F-Z02.DCH.S29.1-550.0004","Install Systems Hangers in Area 1-550-Zone 2 DCH","2025-08-21","2025-08-28","40"
"DCH","CN-F-Z01.DCH.S29.1-500.0008","QC Inspect Feeder Raceway in Area 1-500-Zone 1 DCH","2025-08-21","2025-08-22","8"
"DCH","CN-F-Z02.DCH.S29.1-550.0008","QC Inspect Feeder Raceway in Area 1-550-Zone 2 DCH","2025-08-21","2025-08-22","8"
"DCH","CN-F-Z02.DCH.S39.1-550.0014","Overhead Rough-In VESDA Loop N-13 in Room 1-550-Zone 2 DCH","2025-08-21","2025-08-22","8"
"USS YARD","CN-F-Z02.EYD.S17.EYD.0014","Install Cable Tray at Z2 CT-LV-FIBER-USS","2025-08-21","2025-08-28","40"
"EYD","CN-F-Z01.EYD.S29.EYD.0003","Place Grounding Ring in Area Zone 1 EYD E Houses","2025-08-21","2025-08-28","40"
"EYD","CN-F-Z01.EYD.S29.EYD.0006","Tie Grounding Ring to Foundations in Area Zone 1 EYD RMU USS (1 to 26-Includes MDA's)","2025-08-21","2025-08-28","40"
"DCH","CN-F-Z02.DCH.S29.DCH.0001","Place Grounding Ring in Area Zone 2 DCH","2025-08-21","2025-08-28","40"
"DCH","CN-F-Z01.DCH.S29.DCH.0002","Tie Grounding Ring to Foundations in Area Zone 1 DCH","2025-08-21","2025-08-28","40"
"DCH","CN-F-Z01.DCH.S27.MOD.002","Interconnect Zone 1 DCH East Perimeter Conveyance Modules","2025-08-21","2025-08-28","40"
"SSS","CN-F-Z02.EYD.S14.EYD.7","Install Above Ground Cable Tray from Z2 SSS-F to USS Feed","2025-08-21","2025-08-28","40"
"Loading Dock","401352423","Cut Subgrade-PAVING,P24 SOUTH WEST LOADING DOCK","2025-08-21","2025-08-26","24"
"DCH","A1470","PMS-DCH1-Fiber Ring-Pull Fiber","2025-08-21","2025-09-05","80"
"Loading Dock","A1540","Install Overhead Doors-Tier 4-FSA South (Loading Dock)","2025-08-21","2025-08-29","48"
"USS YARD","CN-F-Z01.EYD.S14.USS-26.496","Term & Torque MV Feeder from EY05-SWGR-RMU-26 to EY05-XFMR-USS-26 at EY05-XFMR-USS-26","2025-08-22","2025-09-15","120"
"USS YARD","CN-F-Z01.EYD.S14.USS-26.575","Term & Torque MV Feeder from EY05-SWGR-RMU-26 to EY05-XFMR-USS-26 at EY05-SWGR-RMU-26","2025-08-22","2025-09-15","120"
"Conveyance","PCN-1220","Offsite Pre-Fabrication Labor (S18)-USS Secondary Conveyance","2025-08-24","2025-09-15","120"
"DCH","108436160","DCH2-Overhead Fire Suppression-Area M","2025-08-24","2025-09-02","48"
"DCH","CN-F-Z02.DCH.S39.1-550.0015","Overhead Rough-In VESDA Loop N-14 in Room 1-550-Zone 2 DCH","2025-08-24","2025-08-25","8"
"USS YARD","CN-F-Z01.EYD.S18.HA19.24.0001","Install Cable Tray from Zone 1 USS 13-16 to Rows 19-24","2025-08-24","2025-08-27","24"
"EYD","CN-F-Z01.EYD.S36.TEQP.001","Place,Anchor,Fit-Out & Ground SFE-EYD-01","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z01.EYD.S36.TEQP.002","Place,Anchor,Fit-Out & Ground SFE-EYD-02","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z02.EYD.S36.TEQP.001","Place,Anchor,Fit-Out & Ground SFE-EYD-04","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z02.EYD.S36.TEQP.002","Place,Anchor,Fit-Out & Ground SFE-EYD-05","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z01.EYD.S36.TEQP.004","Place,Anchor,Fit-Out & Ground SFE-EYD-06","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z02.EYD.S36.TEQP.004","Place,Anchor,Fit-Out & Ground SFE-EYD-10","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z01.EYD.S36.TEQP.007","Place,Anchor,Fit-Out & Ground SFE-EYD-11","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z01.EYD.S36.TEQP.008","Place,Anchor,Fit-Out & Ground SFE-EYD-12","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z01.EYD.S36.TEQP.009","Place,Anchor,Fit-Out & Ground SFE-EYD-13","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z02.EYD.S36.TEQP.005","Place,Anchor,Fit-Out & Ground SFE-EYD-14","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z02.EYD.S36.TEQP.006","Place,Anchor,Fit-Out & Ground SFE-EYD-15","2025-08-24","2025-08-26","16"
"EYD","CN-F-Z01.EYD.S36.LVCR.007","Pull,Term,& Test Security CAT-6 for SFE-EYD-01","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z01.EYD.S36.LVCR.008","Pull,Term,& Test Security CAT-6 for SFE-EYD-02","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z02.EYD.S36.LVCR.007","Pull,Term,& Test Security CAT-6 for SFE-EYD-04","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z02.EYD.S36.LVCR.008","Pull,Term,& Test Security CAT-6 for SFE-EYD-05","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z01.EYD.S36.LVCR.010","Pull,Term,& Test Security CAT-6 for SFE-EYD-06","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z02.EYD.S36.LVCR.010","Pull,Term,& Test Security CAT-6 for SFE-EYD-10","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z01.EYD.S36.LVCR.013","Pull,Term,& Test Security CAT-6 for SFE-EYD-11","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z01.EYD.S36.LVCR.014","Pull,Term,& Test Security CAT-6 for SFE-EYD-12","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z01.EYD.S36.LVCR.015","Pull,Term,& Test Security CAT-6 for SFE-EYD-13","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z02.EYD.S36.LVCR.011","Pull,Term,& Test Security CAT-6 for SFE-EYD-14","2025-08-24","2025-09-08","80"
"EYD","CN-F-Z02.EYD.S36.LVCR.012","Pull,Term,& Test Security CAT-6 for SFE-EYD-15","2025-08-24","2025-09-08","80"
"MCP","790377501","Set MCP-MCP CTR 01,BUILDOUT","2025-08-24","2025-08-26","16"
"DCH","638555840","DCH1-Overhead Fire Suppression-*SPACE FOR ADDITIONAL TEST*","2025-08-24","2025-08-26","16"
"EYD","493219121","Place 6"""" Rock/Form-A,P17 EYD FUEL STATION","2025-08-25","2025-08-29","32"
"USS YARD","CN-F-Z01.EYD.S14.USS-3.448","Term & Torque MV Feeder from EY05-SWGR-RMU-2 to EY05-XFMR-USS-2 at EY05-XFMR-USS-2","2025-08-25","2025-09-16","120"
